block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
1024,027,1024027,3049 SACRAMENTO ST,"3049 SACRAMENTO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.443051680342 37.788406635929),102,102,8,6,30
5524,063,5524063,3223 FOLSOM ST,"3223 FOLSOM ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.413154249055 37.746309409812),83,83,9,2,2
0935,001,0935001,2401 CHESTNUT ST,"2401 CHESTNUT ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.443112340966 37.799762882756),17,17,4,6,13
1383,015,1383015,175 23RD AV,"175 23RD AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.483233554609 37.784450674939),2,2,8,4,29
1103,013,1103013,70 TERRA VISTA AV,"70 TERRA VISTA AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.442968081749 37.781692329848),13,13,7,6,18
2846,001,2846001,50 GARDENSIDE DR,"50 GARDENSIDE DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445095695715 37.752479678454),51,51,7,5,38
0125,015,0125015,1828 HYDE ST,"1828 HYDE ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.41850206337 37.797798427609),107,107,6,3,32
1003,035,1003035,2829 CLAY ST,"2829 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.439604233034 37.789751261919),102,102,4,6,30
3602,069,3602069,643 CASTRO ST,"643 CASTRO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.434428153929 37.758590293878),115,115,3,5,5
0221,030,0221030,1275 CLAY ST,"1275 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.413971148876 37.793135476251),16,16,6,3,21
1225,015,1225015,1746 PAGE ST,"1746 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.449600652504 37.770911884289),25,25,7,11,3
0640,008,0640008,1966 CALIFORNIA ST,"1966 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.426792805069 37.790111727),102,102,4,6,30
4037,001,4037001,1301 18TH ST,"1301 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",10,POINT (-122.395794126321 37.762462736942),54,54,2,9,26
1025,012,1025012,2832 CALIFORNIA ST,"2832 CALIFORNIA ST, SAN FRANCISCO CA",4,Non-Compliant,2,POINT (-122.441157240297 37.788277880822),102,102,8,6,30
0593,001F,0593001F,1831 PACIFIC AV,"1831 PACIFIC AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.425353777231 37.794270483167),102,102,4,6,30
1231,024,1231024,520 CLAYTON ST,"520 CLAYTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.448384359712 37.770405312247),25,25,7,11,3
2745,033,2745033,300 GRAYSTONE TR,"300 GRAYSTONE TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.44398543227 37.756547586022),47,47,7,5,38
0842,028,0842028,633 OAK ST,"633 OAK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.429705740831 37.77382483741),26,26,4,11,9
3641,074,3641074,2700 FOLSOM ST,"2700 FOLSOM ST, SAN FRANCISCO CA",2,Non-Compliant,9,POINT (-122.414854930488 37.753731458577),53,53,3,2,20
3576,055,3576055,3490 18TH ST,"3490 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.421324271722 37.761854865264),53,53,3,2,20
2763,025,2763025,797 CORBETT AV,"797 CORBETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.442695472619 37.753912446525),51,51,7,5,38
1742,001,1742001,1201 08TH AV,"1201 08TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.465532812422 37.765700033342),109,109,10,11,14
0847,032,0847032,751 PAGE ST,"751 PAGE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.433086104354 37.772439977028),26,26,4,11,3
0152,022,0152022,1718 HYDE ST,"1718 HYDE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41820029249 37.796787478627),107,107,6,3,32
1154,001,1154001,1701 TURK ST,"1701 TURK ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.437309566171 37.779672221999),97,97,4,11,39
1654,018B,1654018B,3500 FULTON ST,"3500 FULTON ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.46936413657 37.773423932128),5,5,8,4,11
1066,052,1066052,415 EUCLID AV,"415 EUCLID AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.453015558028 37.783798873681),11,11,8,6,31
1239,030,1239030,851 HAIGHT ST,"851 HAIGHT ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.436196499098 37.771091270371),26,26,4,11,3
1407,049,1407049,325 26TH AV,"325 26TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.48636456467 37.783215964554),8,8,8,4,29
3569,021,3569021,17 HOFF ST,"17 HOFF ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.420288739923 37.764584384742),53,53,3,2,20
1799,014,1799014,1383 44TH AV,"1383 44TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.504095322152 37.760856592007),39,39,10,7,35
0645,001,0645001,1507 CALIFORNIA ST,"1507 CALIFORNIA ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.419251946003 37.790592375368),105,105,4,3,21
2751,020,2751020,311 DIAMOND ST,"311 DIAMOND ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.436710818651 37.757345460301),115,115,3,5,5
3597,046,3597046,172 LINDA ST,"172 LINDA ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.422966158107 37.758935391046),37,37,3,5,20
0672,007,0672007,1460 SUTTER ST,"1460 SUTTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424474124995 37.787465677386),100,100,4,6,39
1457,015A,1457015A,475 25TH AV,"475 25TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.485111445959 37.780627700205),8,8,8,4,29
6524,001,6524001,1200 TREAT AV,"1200 TREAT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.413076595757 37.750796913466),53,53,3,2,20
0869,001,0869001,201 WALLER ST,"201 WALLER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.427213914692 37.771424223267),27,27,7,11,9
3580,025,3580025,3888 18TH ST,"3888 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.430284994228 37.761335166008),37,37,3,5,5
1183,019,1183019,1472 GROVE ST,"1472 GROVE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.440995698779 37.775707622847),24,24,7,11,9
6692,053,6692053,32 RICHLAND AV,"32 RICHLAND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.426177951145 37.735855438534),93,93,9,5,2
0630,033,0630033,2595 CLAY ST,"2595 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.435501006408 37.790408909079),102,102,4,6,30
1184,001,1184001,561 BAKER ST,"561 BAKER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.441804253678 37.776264502374),24,24,7,11,18
3606,001,3606001,3809 20TH ST,"3809 20TH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.426127563107 37.758012216401),52,52,3,5,5
3511,017A,3511017A,97 LAFAYETTE ST,"97 LAFAYETTE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",6,POINT (-122.416466575539 37.772665328793),32,32,1,10,20
0158,013,0158013,1046 PACIFIC AV,"1046 PACIFIC AV, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.412510386269 37.796365180721),107,107,6,3,21
1217,036,1217036,1021 OAK ST,"1021 OAK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.436220725186 37.773001662516),26,26,4,11,3
1258,043,1258043,135 BUENA VISTA EAST AV,"135 BUENA VISTA EAST AV, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.438456613517 37.769739904072),112,112,7,5,3
0674,021,0674021,1865 BUSH ST,"1865 BUSH ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.427771745483 37.787456701011),101,101,4,11,30
1568,027,1568027,3433 ANZA ST,"3433 ANZA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.485207372997 37.777855004501),8,8,8,4,29
0251,007,0251007,1200 PINE ST,"1200 PINE ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.415854138564 37.79036535306),16,16,6,3,21
0522,003,0522003,1526 FILBERT ST,"1526 FILBERT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424876732301 37.799681590818),15,15,4,6,13
0131,005,0131005,1327 GRANT AV,"1327 GRANT AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.407472635795 37.799108591984),106,106,6,3,23
0653,038,0653038,2339 CALIFORNIA ST,"2339 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.432777492185 37.788800499347),102,102,4,6,30
2698,004,2698004,228 DIAMOND ST,"228 DIAMOND ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.437317034772 37.758638678954),115,115,3,5,5
3544,067,3544067,2075 MARKET ST,"2075 MARKET ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.428445548263 37.767469599951),37,37,3,5,5
2636,001,2636001,1575 05TH AV,"1575 05TH AV, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.460153930864 37.759735151858),110,110,7,8,14
1544,053,1544053,629 ARGUELLO BL,"629 ARGUELLO BL, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.459060209173 37.778566297343),5,5,8,4,11
0519,010,0519010,1814 FILBERT ST,"1814 FILBERT ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.429522577389 37.799038750165),15,15,4,6,13
1372,016,1372016,169 12TH AVE,"169 12TH AVE, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.471343176071 37.784991443407),5,5,8,4,11
1119,001,1119001,1 ANZAVISTA AV,"1 ANZAVISTA AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.442056350137 37.779604720807),13,13,7,6,18
1183,025,1183025,550 BAKER ST,"550 BAKER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.44108556623 37.776176460306),24,24,7,11,9
3585,108,3585108,690 CHURCH ST,"690 CHURCH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.428413748965 37.75986325529),52,52,3,5,5
0564,023,0564023,2255 VALLEJO ST,"2255 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.434427230533 37.795077276273),102,102,4,6,30
0496,013,0496013,3110 OCTAVIA ST,"3110 OCTAVIA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.429326916218 37.800974488914),17,17,4,6,13
1732,050,1732050,1249 18TH AV,"1249 18TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.476449059099 37.764543006178),109,109,10,7,14
2359,014,2359014,2050 TARAVAL ST,"2050 TARAVAL ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",4,POINT (-122.488300986934 37.742743053632),40,40,10,7,35
5425,001,5425001,2512 QUINT ST,"2512 QUINT ST, SAN FRANCISCO CA",3,Non-Compliant,10,POINT (-122.402626702583 37.730728738652),87,87,2,9,1
0776,004,0776004,1400 MCALLISTER ST,"1400 MCALLISTER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.435307691639 37.778428824717),97,97,4,11,39
0278,009,0278009,1234 LARKIN ST,"1234 LARKIN ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.418523988952 37.789431291486),50,50,6,3,21
1254,005,1254005,721 ASHBURY ST,"721 ASHBURY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.447082498721 37.768533067859),25,25,7,11,3
1441,037,1441037,333 09TH AV,"333 09TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.467907032074 37.782093089427),5,5,8,4,11
2062,030,2062030,1825 NORIEGA ST,"1825 NORIEGA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.483429181104 37.753679354164),39,39,10,7,35
5686,043,5686043,1200 CORTLAND AV,"1200 CORTLAND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.411770927192 37.73968278945),83,83,9,2,2
1014,024,1014024,196 ARGUELLO BL,"196 ARGUELLO BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.458899450678 37.786802864383),10,10,8,6,31
3632,005,3632005,1038 GUERRERO ST,"1038 GUERRERO ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.423465685368 37.754517653841),52,52,3,5,20
1460,023,1460023,401 28TH AV,"401 28TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.488306519305 37.781679248255),8,8,8,4,29
3534,063,3534063,249 DUBOCE AV,"249 DUBOCE AV, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.425401052426 37.769450208438),37,37,3,5,20
1178,027,1178027,1715 MCALLISTER ST,"1715 MCALLISTER ST, SAN FRANCISCO CA",2,Non-Compliant,5,POINT (-122.440430610685 37.777245035678),97,97,7,11,39
0218,003,0218003,1251 HYDE ST,"1251 HYDE ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.418017233519 37.792467159184),16,16,6,3,21
0548,014,0548014,1384 GREEN ST,"1384 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.421811950938 37.798076458685),105,105,4,3,32
1130,008,1130008,1900 TURK ST,"1900 TURK ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.440639358124 37.779622051928),13,13,7,6,39
0524,009,0524009,2401 LARKIN ST,"2401 LARKIN ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.421199228882 37.800013432283),107,107,4,6,32
0868,033,0868033,339 WALLER ST,"339 WALLER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.429270059621 37.771093490143),28,28,7,11,9
3538,012,3538012,56 SANCHEZ ST,"56 SANCHEZ ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.431623307935 37.768348642289),28,28,7,5,5
0604,016,0604016,2350 WASHINGTON ST,"2350 WASHINGTON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.43203420329 37.792162734906),102,102,4,6,30
0551,017A,0551017A,1545 GREEN ST,"1545 GREEN ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.424689978842 37.79721624107),102,102,4,6,13
4275,012E,4275012E,2810 26TH ST,"2810 26TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.40721854626 37.749835569162),53,53,3,2,20
0062,005,0062005,1831 GRANT AV,"1831 GRANT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.408547155493 37.803828984435),106,106,6,3,23
1204,024,1204024,418 BRODERICK ST,"418 BRODERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.439048418028 37.774231936214),24,24,7,11,9
0823,001,0823001,655 STEINER ST,"655 STEINER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.433022097898 37.775391808716),23,23,4,11,9
1230,019,1230019,532 COLE ST,"532 COLE ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.450019686008 37.770057423445),25,25,7,11,3
3568,029,3568029,122 ALBION ST,"122 ALBION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423115735058 37.764306011843),37,37,3,5,20
4070,025,4070025,536 WISCONSIN ST,"536 WISCONSIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.399723998966 37.760459027556),54,54,2,9,26
1082,003,1082003,1327 LYON ST,"1327 LYON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.445011987635 37.783169303212),103,103,8,6,31
0545,020,0545020,2648 GOUGH ST,"2648 GOUGH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.426988209714 37.797883453255),15,15,4,6,13
0494,019,0494019,1731 CHESTNUT ST,"1731 CHESTNUT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.43180546128 37.801121354516),17,17,4,6,13
6595,015A,6595015A,29 27TH ST,"29 27TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.421993761404 37.74704175658),83,83,9,5,22
1222,055,1222055,253 CENTRAL AV,"253 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444181702492 37.771944712002),25,25,7,11,3
0496,003,0496003,1610 LOMBARD ST,"1610 LOMBARD ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.428199695029 37.801172204984),17,17,4,6,13
1557,001,1557001,505 14TH AV,"505 14TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.472992033546 37.77852043409),5,5,8,4,29
1664,001,1664001,2015 CABRILLO ST,"2015 CABRILLO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.480314047898 37.774468542797),8,8,8,4,29
1222,041,1222041,265 CENTRAL AV,"265 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444211108908 37.772091339908),25,25,7,11,3
2826,095,2826095,725 BURNETT AV,"725 BURNETT AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.445349262741 37.750597416236),51,51,7,5,38
4028,001,4028001,2211 18TH ST,"2211 18TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",10,POINT (-122.404551310159 37.761933855721),54,54,2,9,26
1741,033,1741033,1254 10TH AV,"1254 10TH AV, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.467113440203 37.764839512745),109,109,10,11,14
0216,010,0216010,1450 CLAY ST,"1450 CLAY ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.416932881895 37.793168312959),16,16,6,3,32
0185,025,0185025,1840 LARKIN ST,"1840 LARKIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.419631084834 37.79493450556),16,16,6,3,32
0621,014,0621014,1618 POLK ST,"1618 POLK ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.420595969339 37.791911937818),105,105,4,3,21
1178,025,1178025,1747 MCALLISTER ST,"1747 MCALLISTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.440786987211 37.777199739828),97,97,7,11,39
0775,005,0775005,1322 MCALLISTER ST,"1322 MCALLISTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.433830650954 37.778585127757),97,97,4,11,39
1139,012,1139012,3030 TURK ST,"3030 TURK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.45585728559 37.77774978999),12,12,8,4,18
1583,049,1583049,4935 ANZA ST,"4935 ANZA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.501261060318 37.777156824042),8,8,8,4,29
6511,001C,6511001C,3653 24TH ST,"3653 24TH ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.424255366367 37.751691112775),52,52,3,5,20
1401,021,1401021,7015 CALIFORNIA ST,"7015 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.492965591402 37.783301603208),8,8,8,4,29
1826,041,1826041,2221 JUDAH ST,"2221 JUDAH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.486000101618 37.76105625769),39,39,10,7,35
1544,052,1544052,699 ARGUELLO BL,"699 ARGUELLO BL, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.458885901386 37.777714297679),5,5,8,4,11
0115,017,0115017,456 GREEN ST,"456 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.406787083002 37.799966136562),106,106,6,3,23
3587,038,3587038,547 DOLORES ST,"547 DOLORES ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.425605607431 37.760694199378),37,37,3,5,20
4002,013,4002013,1304 18TH ST,"1304 18TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.39580055377 37.762797005389),54,54,2,9,26
0827,009,0827009,726 OAK ST,"726 OAK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.431386424402 37.774186690607),26,26,4,11,9
6515,008,6515008,324 BARTLETT ST,"324 BARTLETT ST, SAN FRANCISCO CA",2,Non-Compliant,9,POINT (-122.419773106705 37.751260686854),53,53,3,2,20
4024,007C,4024007C,678 HAMPSHIRE ST,"678 HAMPSHIRE ST, SAN FRANCISCO CA",3,Non-Compliant,10,POINT (-122.408394571568 37.760773353365),53,53,3,9,20
0216,001,0216001,1355 LEAVENWORTH ST,"1355 LEAVENWORTH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.416492860544 37.793714811009),16,16,6,3,32
0274,014,0274014,828 TAYLOR ST,"828 TAYLOR ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.411901232057 37.790240054755),50,50,6,3,21
3590,065,3590065,3341 18TH ST,"3341 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.418016826297 37.761779941945),53,53,3,2,20
0442A,022,0442A022,3554 PIERCE ST,"3554 PIERCE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.43983142267 37.803422865655),17,17,4,6,13
2847,044,2847044,969 BURNETT AV,"969 BURNETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444715787552 37.747851169114),51,51,7,5,38
0621,020,0621020,1635 CLAY ST,"1635 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.419985197528 37.792240889097),105,105,4,3,21
1280,007,1280007,481 BELVEDERE ST,"481 BELVEDERE ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.448445105824 37.763638386254),114,114,7,11,3
6505,025,6505025,578 JERSEY ST,"578 JERSEY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.438134689498 37.750385488776),84,84,3,5,22
0547,002A,0547002A,2345 POLK ST,"2345 POLK ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.422579793697 37.79836336826),105,105,4,3,32
0054,029A,0054029A,275 FRANCISCO ST,"275 FRANCISCO ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.409626847671 37.804961064794),106,106,6,3,23
2629A,038,2629A038,445 UPPER TR,"445 UPPER TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445323333374 37.763611738052),112,112,7,5,3
1423,011,1423011,241 10TH AVE,"241 10TH AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.469104868118 37.783770956622),5,5,8,4,11
0998,016C,0998016C,3251 WASHINGTON ST,"3251 WASHINGTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.446723725316 37.789772962975),10,10,8,6,31
1735,018,1735018,1295 15TH AV,"1295 15TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.472996651563 37.763986571588),109,109,10,11,14
3731,113,3731113,31 HARRIET ST,"31 HARRIET ST, SAN FRANCISCO CA",3,Non-Compliant,6,POINT (-122.407014912174 37.779010272631),32,32,1,10,34
1269,165,1269165,1038 CLAYTON ST,"1038 CLAYTON ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.446896609936 37.763373923075),114,114,7,11,3
1417,034,1417034,5431 CALIFORNIA ST,"5431 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.475911977851 37.784054845853),5,5,8,4,29
1020,005,1020005,441 WALNUT ST,"441 WALNUT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.448887265747 37.787335621442),10,10,8,6,31
0438A,029,0438A029,74 RETIRO WY,"74 RETIRO WY, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.437952324864 37.805211187043),17,17,4,6,13
1265,029,1265029,631 FREDERICK ST,"631 FREDERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.455170437362 37.765805539144),110,110,7,11,14
